Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales Price,Quantity,Discount,Profit,Order Date Year,Days to Ship,Customer Name Masked,Original Price,Total Sales,Total Profit,Discount Price,Total Discount,Shipping Urgency,Sales Quintile,Profit Quintile
6366,CA-2017-144848,2017-04-04,2017-04-05,First Class,DS-13030,Home Office,United States,New York City,New York,10009,East,TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone,41.22,1,0.0,11.1294,2017,1,D.S.,41.22,41.22,11.1294,0.0,0.0,Urgent,3,3
6367,CA-2017-144848,2017-04-04,2017-04-05,First Class,DS-13030,Home Office,United States,New York City,New York,10009,East,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,240.37,1,0.0,7.2111,2017,1,D.S.,240.37,240.37,7.2111,0.0,0.0,Urgent,3,3
6368,CA-2017-144848,2017-04-04,2017-04-05,First Class,DS-13030,Home Office,United States,New York City,New York,10009,East,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,119.02,2,0.0,33.3256,2017,1,D.S.,119.02,238.04,66.6512,0.0,0.0,Urgent,3,3
6369,US-2017-147998,2017-05-19,2017-05-24,Standard Class,SA-20830,Consumer,United States,San Jose,California,95123,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,133.12,5,0.2,49.92,2017,5,S.A.R.,166.4,665.6,249.60000000000002,33.28,166.4,Standard,4,4
6370,CA-2016-103919,2016-10-03,2016-10-07,Standard Class,TP-21565,Corporate,United States,Grand Prairie,Texas,75051,Central,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",38.08,5,0.6,-29.512,2016,4,T.P.,95.19999999999999,190.39999999999998,-147.56,57.11999999999999,285.59999999999997,Standard,3,1
6371,CA-2016-113425,2016-11-21,2016-11-21,Same Day,JK-16120,Home Office,United States,New York City,New York,10009,East,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",113.568,2,0.2,12.7764,2016,0,J.K.,141.95999999999998,227.136,25.5528,28.39199999999998,56.78399999999996,Immediate,1,2
6372,CA-2017-143035,2017-10-03,2017-10-05,Second Class,CC-12430,Home Office,United States,New York City,New York,10009,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,83.92,4,0.0,21.8192,2017,2,C.C.,83.92,335.68,87.2768,0.0,0.0,Urgent,4,5
6373,CA-2017-143035,2017-10-03,2017-10-05,Second Class,CC-12430,Home Office,United States,New York City,New York,10009,East,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",6.63,3,0.0,3.1161,2017,2,C.C.,6.63,19.89,9.3483,0.0,0.0,Urgent,4,5
6374,CA-2017-143035,2017-10-03,2017-10-05,Second Class,CC-12430,Home Office,United States,New York City,New York,10009,East,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,0.0,66.9546,2017,2,C.C.,371.97,1115.91,200.8638,0.0,0.0,Urgent,4,5
6375,CA-2014-107811,2014-04-29,2014-05-03,Standard Class,LA-16780,Corporate,United States,Memphis,Tennessee,38109,South,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,561.584,2,0.2,70.198,2014,4,L.A.,701.9799999999999,1123.168,140.396,140.39599999999996,280.7919999999999,Standard,5,5
6376,CA-2014-107811,2014-04-29,2014-05-03,Standard Class,LA-16780,Corporate,United States,Memphis,Tennessee,38109,South,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,99.92,5,0.2,-1.249,2014,4,L.A.,124.89999999999999,499.6,-6.245000000000001,24.97999999999999,124.89999999999995,Standard,5,5
6377,CA-2016-163216,2016-10-07,2016-10-10,First Class,AW-10930,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10000134,Office Supplies,Labels,Avery 511,4.928,2,0.2,1.7248,2016,3,A.W.,6.159999999999999,9.856,3.4496,1.2319999999999993,2.4639999999999986,Urgent,5,3
6378,US-2016-116442,2016-12-15,2016-12-22,Standard Class,BP-11230,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,2,0.0,4.2804,2016,7,B.P.,14.76,29.52,8.5608,0.0,0.0,Standard,1,1
6379,CA-2017-150623,2017-04-10,2017-04-14,Standard Class,DB-13360,Home Office,United States,Waterbury,Connecticut,06708,East,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,99.99,1,0.0,41.9958,2017,4,D.B.,99.99,99.99,41.9958,0.0,0.0,Standard,3,4
6380,CA-2017-150623,2017-04-10,2017-04-14,Standard Class,DB-13360,Home Office,United States,Waterbury,Connecticut,06708,East,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,286.15,5,0.0,71.5375,2017,4,D.B.,286.15,1430.75,357.6875,0.0,0.0,Standard,3,4
6381,US-2014-163797,2014-04-08,2014-04-13,Standard Class,PC-19000,Home Office,United States,Chandler,Arizona,85224,West,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",49.792,8,0.2,-11.8256,2014,5,P.C.,62.24,398.336,-94.6048,12.448,99.584,Standard,1,1
6383,CA-2016-127236,2016-03-29,2016-04-02,Standard Class,TB-21595,Consumer,United States,Springfield,Ohio,45503,East,TEC-PH-10000141,Technology,Phones,Clearsounds A400,158.376,4,0.4,-36.9544,2016,4,T.B.,263.96000000000004,633.504,-147.8176,105.58400000000003,422.3360000000001,Standard,4,2
6384,US-2017-104661,2017-01-15,2017-01-18,First Class,TB-21250,Consumer,United States,Austin,Texas,78745,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",32.784,4,0.8,-52.4544,2017,3,T.B.,163.92000000000004,131.136,-209.8176,131.13600000000005,524.5440000000002,Urgent,3,1
6385,US-2017-104661,2017-01-15,2017-01-18,First Class,TB-21250,Consumer,United States,Austin,Texas,78745,Central,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,2,0.2,14.3952,2017,3,T.B.,59.98,95.968,28.7904,11.995999999999995,23.99199999999999,Urgent,3,1
6386,US-2017-104661,2017-01-15,2017-01-18,First Class,TB-21250,Consumer,United States,Austin,Texas,78745,Central,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",62.592,8,0.2,13.3008,2017,3,T.B.,78.24,500.736,106.4064,15.647999999999996,125.18399999999997,Urgent,3,1
6387,US-2017-104661,2017-01-15,2017-01-18,First Class,TB-21250,Consumer,United States,Austin,Texas,78745,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,4.276,1,0.8,-6.6278,2017,3,T.B.,21.380000000000003,4.276,-6.6278,17.104000000000003,17.104000000000003,Urgent,3,1
6391,CA-2015-147529,2015-02-07,2015-02-11,Standard Class,DK-12835,Corporate,United States,Springfield,Virginia,22153,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,12.96,2,0.0,6.3504,2015,4,D.K.,12.96,25.92,12.7008,0.0,0.0,Standard,2,2
6392,CA-2016-129126,2016-12-14,2016-12-19,Standard Class,PK-19075,Consumer,United States,New York City,New York,10011,East,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,14.62,2,0.0,6.7252,2016,5,P.K.,14.62,29.24,13.4504,0.0,0.0,Standard,5,5
6393,CA-2016-129126,2016-12-14,2016-12-19,Standard Class,PK-19075,Consumer,United States,New York City,New York,10011,East,OFF-LA-10003190,Office Supplies,Labels,Avery 474,5.76,2,0.0,2.8224,2016,5,P.K.,5.76,11.52,5.6448,0.0,0.0,Standard,5,5
6394,CA-2016-129126,2016-12-14,2016-12-19,Standard Class,PK-19075,Consumer,United States,New York City,New York,10011,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",21.48,6,0.0,10.5252,2016,5,P.K.,21.48,128.88,63.1512,0.0,0.0,Standard,5,5
6396,CA-2016-129126,2016-12-14,2016-12-19,Standard Class,PK-19075,Consumer,United States,New York City,New York,10011,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,17.15,1,0.0,4.6305,2016,5,P.K.,17.15,17.15,4.6305,0.0,0.0,Standard,5,5
6397,CA-2016-129126,2016-12-14,2016-12-19,Standard Class,PK-19075,Consumer,United States,New York City,New York,10011,East,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",23.12,2,0.2,7.803,2016,5,P.K.,28.9,46.24,15.606,5.779999999999998,11.559999999999995,Standard,5,5
6398,CA-2017-131632,2017-10-31,2017-11-04,Standard Class,AH-10120,Home Office,United States,Dallas,Texas,75217,Central,OFF-AR-10003651,Office Supplies,Art,Newell 350,5.248,2,0.2,0.5904,2017,4,A.H.,6.56,10.496,1.1808,1.3119999999999994,2.6239999999999988,Standard,3,3
6400,CA-2017-151981,2017-08-06,2017-08-12,Standard Class,GM-14455,Home Office,United States,Concord,New Hampshire,03301,East,OFF-LA-10002195,Office Supplies,Labels,Avery 481,24.64,8,0.0,11.8272,2017,6,G.M.,24.64,197.12,94.6176,0.0,0.0,Standard,3,4
6401,CA-2017-151981,2017-08-06,2017-08-12,Standard Class,GM-14455,Home Office,United States,Concord,New Hampshire,03301,East,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",227.88,6,0.0,68.364,2017,6,G.M.,227.88,1367.28,410.184,0.0,0.0,Standard,3,4
6402,CA-2017-125472,2017-05-30,2017-05-31,First Class,BD-11725,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",241.96,2,0.0,33.8744,2017,1,B.D.,241.96,483.92,67.7488,0.0,0.0,Urgent,3,3
6403,CA-2017-125472,2017-05-30,2017-05-31,First Class,BD-11725,Consumer,United States,Lafayette,Louisiana,70506,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,3.89,1,0.0,1.8672,2017,1,B.D.,3.89,3.89,1.8672,0.0,0.0,Urgent,3,3
6404,CA-2017-125472,2017-05-30,2017-05-31,First Class,BD-11725,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,8.01,3,0.0,3.0438,2017,1,B.D.,8.01,24.03,9.1314,0.0,0.0,Urgent,3,3
6405,CA-2015-156328,2015-11-30,2015-12-05,Standard Class,RM-19375,Consumer,United States,Raleigh,North Carolina,27604,South,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,0.2,19.9665,2015,5,R.M.,221.84999999999997,532.4399999999999,59.8995,44.369999999999976,133.10999999999993,Standard,3,4
6406,CA-2017-154074,2017-08-31,2017-09-02,Second Class,BW-11110,Corporate,United States,Spokane,Washington,99207,West,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,569.568,2,0.2,7.1196,2017,2,B.W.,711.9599999999999,1139.136,14.2392,142.39199999999994,284.7839999999999,Urgent,4,4
6407,CA-2017-154074,2017-08-31,2017-09-02,Second Class,BW-11110,Corporate,United States,Spokane,Washington,99207,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",149.73,7,0.0,43.4217,2017,2,B.W.,149.73,1048.11,303.9519,0.0,0.0,Urgent,4,4
6408,CA-2017-161774,2017-05-14,2017-05-15,First Class,GT-14710,Consumer,United States,Houston,Texas,77041,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,899.43,5,0.3,-12.849,2017,1,G.T.,1284.9,4497.15,-64.245,385.47000000000014,1927.3500000000008,Urgent,5,4
6409,CA-2017-161774,2017-05-14,2017-05-15,First Class,GT-14710,Consumer,United States,Houston,Texas,77041,Central,OFF-AR-10001446,Office Supplies,Art,Newell 309,46.2,5,0.2,5.775,2017,1,G.T.,57.75,231.0,28.875,11.549999999999997,57.749999999999986,Urgent,5,4
6410,CA-2017-161774,2017-05-14,2017-05-15,First Class,GT-14710,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10000300,Office Supplies,Paper,Xerox 1936,47.952,3,0.2,16.1838,2017,1,G.T.,59.94,143.856,48.5514,11.988,35.964,Urgent,5,4
6411,CA-2017-161774,2017-05-14,2017-05-15,First Class,GT-14710,Consumer,United States,Houston,Texas,77041,Central,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,7.992,1,0.2,0.6993,2017,1,G.T.,9.99,7.992,0.6993,1.9980000000000002,1.9980000000000002,Urgent,5,4
6412,CA-2017-161774,2017-05-14,2017-05-15,First Class,GT-14710,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,76.864,2,0.2,26.9024,2017,1,G.T.,96.08,153.728,53.8048,19.215999999999994,38.43199999999999,Urgent,5,4
6413,CA-2017-151211,2017-08-17,2017-08-23,Standard Class,AH-10120,Home Office,United States,Louisville,Kentucky,40214,South,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,102.93,3,0.0,48.3771,2017,6,A.H.,102.93,308.79,145.1313,0.0,0.0,Standard,3,3
6414,CA-2017-151211,2017-08-17,2017-08-23,Standard Class,AH-10120,Home Office,United States,Louisville,Kentucky,40214,South,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6,0.0,9.816,2017,6,A.H.,98.16,588.96,58.896,0.0,0.0,Standard,3,3
6415,CA-2017-142671,2017-11-10,2017-11-14,Second Class,DR-12940,Home Office,United States,Hollywood,Florida,33021,South,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,11.52,5,0.7,-7.68,2017,4,D.R.,38.39999999999999,57.599999999999994,-38.4,26.879999999999992,134.39999999999995,Standard,2,3
6416,CA-2017-144750,2017-08-21,2017-08-21,Same Day,DL-13495,Corporate,United States,Chandler,Arizona,85224,West,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,83.88,1,0.2,29.358,2017,0,D.L.,104.85,83.88,29.358,20.97,20.97,Immediate,4,4
6417,CA-2016-111976,2016-03-08,2016-03-12,Standard Class,BD-11620,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,108.576,4,0.4,-25.3344,2016,4,B.D.,180.96,434.304,-101.3376,72.38400000000001,289.53600000000006,Standard,3,4
6418,CA-2016-111976,2016-03-08,2016-03-12,Standard Class,BD-11620,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,5.984,2,0.2,-1.3464,2016,4,B.D.,7.4799999999999995,11.968,-2.6928,1.4959999999999996,2.991999999999999,Standard,3,4
6419,CA-2016-140130,2016-10-31,2016-11-05,Standard Class,HW-14935,Corporate,United States,Tulsa,Oklahoma,74133,Central,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,21.96,2,0.0,6.1488,2016,5,H.W.,21.96,43.92,12.2976,0.0,0.0,Standard,4,5
6420,CA-2016-140130,2016-10-31,2016-11-05,Standard Class,HW-14935,Corporate,United States,Tulsa,Oklahoma,74133,Central,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,368.97,3,0.0,81.1734,2016,5,H.W.,368.97,1106.91,243.5202,0.0,0.0,Standard,4,5
6421,CA-2016-140130,2016-10-31,2016-11-05,Standard Class,HW-14935,Corporate,United States,Tulsa,Oklahoma,74133,Central,OFF-AR-10004269,Office Supplies,Art,Newell 31,12.39,3,0.0,3.4692,2016,5,H.W.,12.39,37.17,10.407599999999999,0.0,0.0,Standard,4,5
6422,CA-2016-140130,2016-10-31,2016-11-05,Standard Class,HW-14935,Corporate,United States,Tulsa,Oklahoma,74133,Central,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",332.94,3,0.0,9.9882,2016,5,H.W.,332.94,998.8199999999999,29.964600000000004,0.0,0.0,Standard,4,5
6423,CA-2014-159121,2014-07-26,2014-08-01,Standard Class,JO-15145,Corporate,United States,Draper,Utah,84020,West,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,111.93,7,0.0,34.6983,2014,6,J.O.,111.93,783.51,242.8881,0.0,0.0,Standard,5,4
6424,CA-2015-149650,2015-10-24,2015-10-27,First Class,RD-19660,Home Office,United States,Oakland,California,94601,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,454.272,8,0.2,-73.8192,2015,3,R.D.,567.8399999999999,3634.176,-590.5536,113.56799999999993,908.5439999999994,Urgent,3,1
6425,CA-2017-115777,2017-08-19,2017-08-24,Standard Class,DO-13645,Consumer,United States,Lawrence,Massachusetts,01841,East,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,19.44,3,0.0,9.3312,2017,5,D.O.,19.44,58.32000000000001,27.9936,0.0,0.0,Standard,4,5
6427,CA-2016-143714,2016-05-23,2016-05-27,Standard Class,CC-12370,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,6.294,1,0.7,-4.196,2016,4,C.C.,20.979999999999997,6.294,-4.196,14.685999999999996,14.685999999999996,Standard,2,2
6428,CA-2016-143714,2016-05-23,2016-05-27,Standard Class,CC-12370,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,10.368,2,0.2,3.6288,2016,4,C.C.,12.959999999999999,20.736,7.2576,2.5919999999999987,5.1839999999999975,Standard,2,2
6429,CA-2016-143714,2016-05-23,2016-05-27,Standard Class,CC-12370,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,122.382,3,0.4,-24.4764,2016,4,C.C.,203.97000000000003,367.146,-73.42920000000001,81.58800000000002,244.76400000000007,Standard,2,2
6430,CA-2014-165764,2014-11-03,2014-11-07,Standard Class,SH-20395,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,25.984,2,0.2,-1.624,2014,4,S.H.,32.48,51.968,-3.248,6.495999999999995,12.99199999999999,Standard,2,2
6432,CA-2014-165764,2014-11-03,2014-11-07,Standard Class,SH-20395,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,14.301,7,0.7,-10.4874,2014,4,S.H.,47.669999999999995,100.107,-73.4118,33.36899999999999,233.58299999999994,Standard,2,2
6433,CA-2014-165764,2014-11-03,2014-11-07,Standard Class,SH-20395,Consumer,United States,Jacksonville,North Carolina,28540,South,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,410.352,3,0.2,-51.294,2014,4,S.H.,512.9399999999999,1231.056,-153.882,102.58799999999997,307.7639999999999,Standard,2,2
6434,CA-2015-121405,2015-03-30,2015-04-04,Standard Class,FC-14335,Corporate,United States,Chicago,Illinois,60610,Central,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",23.52,5,0.2,8.526,2015,5,F.C.,29.4,117.6,42.629999999999995,5.879999999999999,29.399999999999995,Standard,5,3
6435,CA-2015-121405,2015-03-30,2015-04-04,Standard Class,FC-14335,Corporate,United States,Chicago,Illinois,60610,Central,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,5,0.2,13.572,2015,5,F.C.,226.2,904.8000000000001,67.86,45.23999999999998,226.1999999999999,Standard,5,3
6436,US-2017-116897,2017-05-27,2017-05-29,First Class,JG-15160,Consumer,United States,Pocatello,Idaho,83201,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",35.0,4,0.0,14.7,2017,2,J.G.,35.0,140.0,58.8,0.0,0.0,Urgent,5,5
6437,US-2017-116897,2017-05-27,2017-05-29,First Class,JG-15160,Consumer,United States,Pocatello,Idaho,83201,West,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,477.15,5,0.0,28.629,2017,2,J.G.,477.15,2385.75,143.145,0.0,0.0,Urgent,5,5
6438,US-2017-116897,2017-05-27,2017-05-29,First Class,JG-15160,Consumer,United States,Pocatello,Idaho,83201,West,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,302.376,3,0.2,22.6782,2017,2,J.G.,377.96999999999997,907.1279999999999,68.0346,75.594,226.78199999999998,Urgent,5,5
6440,CA-2014-166891,2014-10-04,2014-10-06,First Class,CC-12220,Consumer,United States,New York City,New York,10024,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,5,0.1,-6.549,2014,2,C.C.,654.9,2947.0499999999997,-32.745000000000005,65.49000000000001,327.45000000000005,Urgent,5,5
6441,CA-2016-101161,2016-10-13,2016-10-20,Standard Class,BW-11110,Corporate,United States,New York City,New York,10024,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,34.7,5,0.0,12.492,2016,7,B.W.,34.7,173.5,62.46000000000001,0.0,0.0,Standard,4,4
6442,CA-2016-101161,2016-10-13,2016-10-20,Standard Class,BW-11110,Corporate,United States,New York City,New York,10024,East,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,3,0.0,23.9688,2016,7,B.W.,99.87,299.61,71.9064,0.0,0.0,Standard,4,4
6443,CA-2016-101161,2016-10-13,2016-10-20,Standard Class,BW-11110,Corporate,United States,New York City,New York,10024,East,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,2,0.0,18.2112,2016,7,B.W.,37.94,75.88,36.4224,0.0,0.0,Standard,4,4
6444,CA-2016-101161,2016-10-13,2016-10-20,Standard Class,BW-11110,Corporate,United States,New York City,New York,10024,East,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,24.9,5,0.0,11.454,2016,7,B.W.,24.9,124.5,57.27,0.0,0.0,Standard,4,4
6445,CA-2016-101161,2016-10-13,2016-10-20,Standard Class,BW-11110,Corporate,United States,New York City,New York,10024,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,82.26,3,0.0,33.7266,2016,7,B.W.,82.26,246.78000000000003,101.1798,0.0,0.0,Standard,4,4
6446,CA-2015-151785,2015-03-05,2015-03-10,Standard Class,JJ-15445,Consumer,United States,Chicago,Illinois,60623,Central,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,7.104,6,0.2,2.4864,2015,5,J.J.,8.879999999999999,42.624,14.918400000000002,1.775999999999999,10.655999999999993,Standard,2,4
6447,US-2017-119816,2017-03-04,2017-03-06,Second Class,TT-21460,Home Office,United States,Houston,Texas,77095,Central,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",103.5,5,0.6,-77.625,2017,2,T.T.,258.75,517.5,-388.125,155.25,776.25,Urgent,1,1
6448,US-2017-119816,2017-03-04,2017-03-06,Second Class,TT-21460,Home Office,United States,Houston,Texas,77095,Central,OFF-LA-10002381,Office Supplies,Labels,Avery 497,2.464,1,0.2,0.8624,2017,2,T.T.,3.0799999999999996,2.464,0.8624,0.6159999999999997,0.6159999999999997,Urgent,1,1
6449,US-2017-119816,2017-03-04,2017-03-06,Second Class,TT-21460,Home Office,United States,Houston,Texas,77095,Central,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,8.72,1,0.2,0.654,2017,2,T.T.,10.9,8.72,0.654,2.1799999999999997,2.1799999999999997,Urgent,1,1
6450,CA-2015-156510,2015-09-25,2015-09-29,Standard Class,EH-13990,Consumer,United States,Meriden,Connecticut,06450,East,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",10.76,2,0.0,5.1648,2015,4,E.H.,10.76,21.52,10.3296,0.0,0.0,Standard,2,4
6451,CA-2015-156510,2015-09-25,2015-09-29,Standard Class,EH-13990,Consumer,United States,Meriden,Connecticut,06450,East,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",45.68,2,0.0,21.0128,2015,4,E.H.,45.68,91.36,42.0256,0.0,0.0,Standard,2,4
6452,CA-2015-156510,2015-09-25,2015-09-29,Standard Class,EH-13990,Consumer,United States,Meriden,Connecticut,06450,East,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,6.7,1,0.0,2.211,2015,4,E.H.,6.7,6.7,2.211,0.0,0.0,Standard,2,4
6453,US-2015-110261,2015-12-19,2015-12-23,Second Class,PR-18880,Consumer,United States,Glenview,Illinois,60025,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,158.376,3,0.2,13.8579,2015,4,P.R.,197.97,475.12800000000004,41.5737,39.593999999999994,118.78199999999998,Standard,4,4
6454,CA-2015-125710,2015-10-08,2015-10-13,Standard Class,BT-11680,Consumer,United States,Houston,Texas,77036,Central,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",3.44,2,0.2,0.559,2015,5,B.T.,4.3,6.88,1.118,0.8599999999999999,1.7199999999999998,Standard,4,5
6455,CA-2017-161102,2017-07-31,2017-08-03,First Class,EC-14050,Consumer,United States,San Francisco,California,94110,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,56.56,2,0.0,15.2712,2017,3,E.C.,56.56,113.12,30.5424,0.0,0.0,Urgent,2,3
6456,CA-2017-161102,2017-07-31,2017-08-03,First Class,EC-14050,Consumer,United States,San Francisco,California,94110,West,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",36.96,7,0.0,11.4576,2017,3,E.C.,36.96,258.72,80.2032,0.0,0.0,Urgent,2,3
6457,CA-2014-110065,2014-08-05,2014-08-11,Standard Class,SP-20650,Corporate,United States,New York City,New York,10009,East,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB -�headset�- Convertible, Monaural",135.99,1,0.0,36.7173,2014,6,S.P.,135.99,135.99,36.7173,0.0,0.0,Standard,4,5
6458,CA-2014-110065,2014-08-05,2014-08-11,Standard Class,SP-20650,Corporate,United States,New York City,New York,10009,East,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",15.96,7,0.0,7.0224,2014,6,S.P.,15.96,111.72,49.156800000000004,0.0,0.0,Standard,4,5
6459,US-2017-133361,2017-05-14,2017-05-17,First Class,AJ-10780,Corporate,United States,Baltimore,Maryland,21215,East,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76,2,0.0,1.0904,2017,3,A.J.,3.76,7.52,2.1808,0.0,0.0,Urgent,4,5
